,id,name,owner,address,city,postal_code,region,country,country_code,cadastral_id,power_installed,square_ft_meters_global,square_ft_meters_it,date_of_building_manufacturing,date_of_land_buying_act,main_source,secondary_source,last_update,comment_main_source,comment_secondary_source
0,DC2SCALE_VÉLIZY_PAR2,DC2SCALE VÉLIZY PAR2,,16 Rue Grange Dame Rose,,78140 Vélizy-Villacoublay,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:09.215059+02:00,scraped from website with selenium,
0,DCSTAR_-_DCB,DCSTAR - DCB,,Antwerpsesteenweg 221,Burcht,2070 Zwijndrecht,Anvers,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:09.599689+02:00,scraped from website with selenium,
0,DCSTAR_-_DCG,DCSTAR - DCG,,Poortakkerstraat 35,Gand,9051 Gent,Flandre orientale,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:09.983143+02:00,scraped from website with selenium,
0,DCSTAR_-_DCO,DCSTAR - DCO,,Brugsestraat 194,,8020 Oostkamp,Flandre-Occidentale,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:10.338927+02:00,scraped from website with selenium,
0,DÉCIMA_-_ENTREPÔT_NUMÉRIQUE,DÉCIMA - ENTREPÔT NUMÉRIQUE,,2 rue François Hennebique,Saint-Laurent-Blangy,62223 Saint Laurent Blangy,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:10.696099+02:00,scraped from website with selenium,
0,DÉCIMA_-_POUDRIÈRE_NUMÉRIQUE,DÉCIMA - POUDRIÈRE NUMÉRIQUE,,Arras,,62000,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:11.043511+02:00,scraped from website with selenium,
0,DEFENSE_DATACENTER,DEFENSE DATACENTER,,3 Bld des Bouvets,Nanterre,92000 Nanterre,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:11.401620+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_BRU1,DIGITAL REALTY - BRU1,,Wezembeekstraat 2/bus 1,,1930 Zaventem,Brabant flamand,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:11.724028+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_BRU3,DIGITAL REALTY - BRU3,,Mercuriusstraat 27,Nossegem,1930 Zaventem,Brabant flamand,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:12.077818+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_BRU4,DIGITAL REALTY - BRU4,,Mercuriusstraat 27,Nossegem,1930 Zaventem,Brabant flamand,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:12.491831+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_MRS1,DIGITAL REALTY - MRS1,,40 Avenue Roger Salengro,Marseille,13003 Marseille,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:12.903130+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_MRS2,DIGITAL REALTY - MRS2,,"Enceinte Portuaire, Porte 4",Marseille,13016 Marseille,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:13.796210+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_MRS3,DIGITAL REALTY - MRS3,,"Enceinte Portuaire, Porte 4",Marseille,13016 Marseille,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:14.511262+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_MRS4,DIGITAL REALTY - MRS4,,"Enceinte Portuaire, Porte 4",Marseille,13016 Marseille,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:15.215018+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR1,DIGITAL REALTY - PAR1,,45 avenue Victor Hugo,,93300 Aubervilliers,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:15.871047+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR10,DIGITAL REALTY - PAR10,,2-20 Rue Marcel Cachin,,93120 La Courneuve,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:16.265530+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR11,DIGITAL REALTY - PAR11,,2-20 Rue Marcel Cachin,,93120 La Courneuve,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:16.696073+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR12,DIGITAL REALTY - PAR12,,16 Avenue Joseph Froelicher,,77164 Ferrières-en-Brie,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:17.375598+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR13,DIGITAL REALTY - PAR13,,14 rue de l'Orme à Moineaux,,91940 Les Ulis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:17.766522+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR2,DIGITAL REALTY - PAR2,,20-22 rue des Gardinoux,Aubervilliers,93300 Aubervilliers,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:18.446139+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR3,DIGITAL REALTY - PAR3,,7-9 avenue des Arts et Métiers,Saint-Denis,93200 Saint-Denis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:19.314286+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR4,DIGITAL REALTY - PAR4,,21 rue du Port,Nanterre,92000 Nanterre,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:20.078942+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR5,DIGITAL REALTY - PAR5,,11-13 avenue des Arts et Métiers,Saint-Denis,93200 Saint-Denis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:21.006217+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR6,DIGITAL REALTY - PAR6,,11-15 rue Galilée,Ivry-sur-Seine,92400 Ivry-sur-Seine,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:21.947844+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR7,DIGITAL REALTY - PAR7,,1-3 rue Râteau,La Courneuve,93120 La Courneuve,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:22.522088+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR8,DIGITAL REALTY - PAR8,,2-20 Rue Marcel Cachin,La Courneuve,93120 La Courneuve,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:23.326953+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_PAR9,DIGITAL REALTY - PAR9,,2-20 Rue Marcel Cachin,,93120 La Courneuve,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:24.095198+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_ZUR1,DIGITAL REALTY - ZUR1,,Sägereistrasse 35,,8152 Opfikon,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:24.880415+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_ZUR2,DIGITAL REALTY - ZUR2,,Bäulerwiesenstrasse 4,Rümlang,8152 Rümlang,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:25.988184+02:00,scraped from website with selenium,
0,DIGITAL_REALTY_-_ZUR3,DIGITAL REALTY - ZUR3,,Sägereistrasse 35,,8152 Opfikon,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:26.915260+02:00,scraped from website with selenium,
0,DTIX_DATACENTER_-_CHALON-SUR-SAÔNE,DTIX DATACENTER - CHALON-SUR-SAÔNE,,Avenue Georges Pompidou,,71100 Chalon-sur-Saône,Bourgogne-Franche-Comté,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:27.443538+02:00,scraped from website with selenium,
0,DTIX_DATACENTER_-_DIJON,DTIX DATACENTER - DIJON,,Rue des Godrans 48,Dijon,21000 Dijon,Bourgogne-Franche-Comté,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:27.927655+02:00,scraped from website with selenium,
0,EBRC_-_EUROPEAN_RELIANCE_CENTRE_EAST,EBRC - EUROPEAN RELIANCE CENTRE EAST,,Parc Audiovisuel et des Télécommunications,Olingen,6832 Betzdorf,,Luxemburg,LU,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:28.285436+02:00,scraped from website with selenium,
0,EBRC_-_RESILIENCE_CENTRE_SOUTH,EBRC - RESILIENCE CENTRE SOUTH,,210 Rue de Noertzange,Kayl,3670 Kayl,,Luxemburg,LU,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:28.614017+02:00,scraped from website with selenium,
0,EBRC_-_RESILIENCE_CENTRE_WEST,EBRC - RESILIENCE CENTRE WEST,,3 Rue Pierre Flammang,Wandhaff,8399 Koerich,,Luxemburg,LU,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:28.950252+02:00,scraped from website with selenium,
0,ECLAIRION,ECLAIRION,,Bruyères-le-Châtel,Bruyères-le-Châtel,91680,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:29.269748+02:00,scraped from website with selenium,
0,EKT_DATACENTER,EKT DATACENTER,,Galgenholzstrasse 23,,8500 Frauenfeld,Thurgovie,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:29.686735+02:00,scraped from website with selenium,
0,EOLAS_-_LYON,EOLAS - LYON,,13 Quai du Dr Gailleton,Lyon,69002 Lyon,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:30.006987+02:00,scraped from website with selenium,
0,EOLAS_-_MANGIN_1,EOLAS - MANGIN 1,,73 rue Général Mangin,Grenoble,38100 Grenoble,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:30.702614+02:00,scraped from website with selenium,
0,EOLAS_-_MANGIN_2,EOLAS - MANGIN 2,,73 rue Général Mangin,Grenoble,38100 Grenoble,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:31.365049+02:00,scraped from website with selenium,
0,EQUINIX_-_BX1,EQUINIX - BX1,,39 Rue de Strasbourg,,33520 Bruges,Nouvelle-Aquitaine,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:31.979309+02:00,scraped from website with selenium,
0,EQUINIX_-_GV1,EQUINIX - GV1,,Rue de la Confédération 6,Genève,1204 Genève,Genève,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:32.414888+02:00,scraped from website with selenium,
0,EQUINIX_-_GV2,EQUINIX - GV2,,Rte du Bois-des-Frères 48,,1219 Vernier,Genève,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:32.821482+02:00,scraped from website with selenium,
0,EQUINIX_-_PA1,EQUINIX - PA1,,167 Rue de la Belle Etoile,Roissy-en-France,95700 Roissy-en-France,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:33.177719+02:00,scraped from website with selenium,
0,EQUINIX_-_PA10,EQUINIX - PA10,,114 Rue Ambroise Croizat,,93200 Saint Denis,,,,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:33.501153+02:00,scraped from website with selenium,
0,EQUINIX_-_PA13,EQUINIX - PA13,,9 Avenue du Maréchal Juin,,92360 Meudon,,,,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:33.805837+02:00,scraped from website with selenium,
0,EQUINIX_-_PA2,EQUINIX - PA2,,114 Rue Ambroise Croizat,Saint-Denis,93200 Saint-Denis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:34.122208+02:00,scraped from website with selenium,
0,EQUINIX_-_PA3,EQUINIX - PA3,,114 Rue Ambroise Croizat,Saint-Denis,93200 Saint-Denis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:34.472401+02:00,scraped from website with selenium,
0,EQUINIX_-_PA4,EQUINIX - PA4,,110 Bis avenue du Général Leclerc,Pantin,93500 Pantin,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:34.831345+02:00,scraped from website with selenium,
0,EQUINIX_-_PA5,EQUINIX - PA5,,45 avenue Victor Hugo Bat 254,Aubervilliers,93300 Aubervilliers,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:35.183830+02:00,scraped from website with selenium,
0,EQUINIX_-_PA6,EQUINIX - PA6,,10 rue Waldeck Rochet Bat 520,Aubervilliers,93300 Aubervilliers,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:35.504323+02:00,scraped from website with selenium,
0,EQUINIX_-_PA7,EQUINIX - PA7,,130-136 boulevard de Verdun Bat 9,Courbevoie,92400 Courbevoie,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:35.834140+02:00,scraped from website with selenium,
0,EQUINIX_-_PA9X,EQUINIX - PA9X,,114 Rue Ambroise Croizat,Saint-Denis,93200 Saint Denis,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:36.212066+02:00,scraped from website with selenium,
0,EQUINIX_-_ZH2,EQUINIX - ZH2,,Josefstrasse 225,Zurich,8005 Zürich,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:36.571571+02:00,scraped from website with selenium,
0,EQUINIX_-_ZH4,EQUINIX - ZH4,,Josefstrasse 225,Zurich,8005 Zürich,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:36.884898+02:00,scraped from website with selenium,
0,EQUINIX_-_ZH5,EQUINIX - ZH5,,Allmendstrasse 13,Oberengstringen,8102 Oberengstringen,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:37.201060+02:00,scraped from website with selenium,
0,EQUINIX_–_PA8X,EQUINIX – PA8X,,110 Bis avenue du General Leclerc,Pantin,93500 Pantin,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:37.573284+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_BELGIUMDC_#1,ETIX EVERYWHERE - BELGIUMDC #1,,Rue de la Science 3,Villers-le-Bouillet,4530 Villers-le-Bouillet,Liège,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:38.424112+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_LILLE_#1,ETIX EVERYWHERE - LILLE #1,,75 Boulevard d'Armentières,Roubaix,59100 Roubaix,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:39.152084+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_LILLE_#2,ETIX EVERYWHERE - LILLE #2,,1681 Rue des Saules,Sainghin-en-Mélantois,59262 Sainghin-en-Mélantois,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:39.806336+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_LILLE_#3,ETIX EVERYWHERE - LILLE #3,,486 Av. Augusta Ada-King,,59410 Anzin,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:40.467780+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_MPL1,ETIX EVERYWHERE - MPL1,,143 Rue Emile Julien,Montpellier,34070 Montpellier,Occitanie,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:40.852492+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_NANTES_#1,ETIX EVERYWHERE - NANTES #1,,2 Impasse Joséphine Baker,Saint-Herblain,44800 Saint-Herblain,Pays de la Loire,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:41.510983+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_NANTES_#2,ETIX EVERYWHERE - NANTES #2,,14 Rue Véga,Carquefou,44470 Carquefou,Pays de la Loire,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:42.342344+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_NANTES_#3,ETIX EVERYWHERE - NANTES #3,,1 rue des Forgerons,,44220 Couëron,Pays de la Loire,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:42.933442+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_PAR1,ETIX EVERYWHERE - PAR1,,19-21 Rue Poissoneiere,Paris,75002 Paris,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:43.280598+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_PAR3,ETIX EVERYWHERE - PAR3,,16 Avenue de l'Europe,,78140 Velizy,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:43.571605+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_TLS1,ETIX EVERYWHERE - TLS1,,10 Rue des Freres Peugeot,,31130 Balma,Occitanie,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:43.862514+02:00,scraped from website with selenium,
0,ETIX_EVERYWHERE_-_VENDÉE_#1,ETIX EVERYWHERE - VENDÉE #1,,4 Imp. Philippe Gozola,,85000 La Roche-sur-Yon,Pays de la Loire,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:44.495312+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC-LUX,EUCLYDE - DC-LUX,,4 A. Graham Bell,,3235 Bettembourg,,Luxemburg,LU,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:44.811418+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC1,EUCLYDE - DC1,,"49, rue Emile Hugues",Antibes,06600 Antibes,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:45.201706+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC2,EUCLYDE - DC2,,"2, rue Albert Einstein",Besançon,25000 Besançon,Bourgogne-Franche-Comté,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:45.612033+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC3,EUCLYDE - DC3,,"930, route des Dolines",Valbonne,06560 Valbonne Sophia Antipoli,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:46.056220+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC5,EUCLYDE - DC5,,45-47 rue Francis de Pressensé,Villeurbanne,69100 Villeurbanne,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:46.470715+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC6,EUCLYDE - DC6,,3-5 mail Barthélémy Thimonnier,Lognes,77185 Lognes,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:46.858840+02:00,scraped from website with selenium,
0,EUCLYDE_-_DC7,EUCLYDE - DC7,,Rue du Parc 5,Strasbourg,67000 Strasbourg,Grand Est,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:47.195589+02:00,scraped from website with selenium,
0,EURA_DC_-_DOUAI,EURA DC - DOUAI,,Douai,Douai,59500,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:47.564859+02:00,scraped from website with selenium,
0,EUROPEAN_DATA_HUB_-_DDC1,EUROPEAN DATA HUB - DDC1,,12D Imp. Drosbach,Luxembourg,1882 Luxembourg,,Luxemburg,LU,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:48.199880+02:00,scraped from website with selenium,
0,EVOK_-_DC01,EVOK - DC01,,Rte des Arsenaux 9,,1700 Fribourg,Fribourg,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:48.592166+02:00,scraped from website with selenium,
0,EVOK_-_DC02,EVOK - DC02,,Rte des Arsenaux 9,,1700 Fribourg,Fribourg,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:49.027283+02:00,scraped from website with selenium,
0,EVOK_-_DC03,EVOK - DC03,,Av. des Baumettes 7,,1020 Renens,Vaud,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:49.373421+02:00,scraped from website with selenium,
0,EXA_INFRASTRUCTURE_-_AUBERVILLIERS,EXA INFRASTRUCTURE - AUBERVILLIERS,,34 rue des Gardinoux,,93300 Aubervilliers,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:49.682194+02:00,scraped from website with selenium,
0,EXA_INFRASTRUCTURE_-_GENEVE,EXA INFRASTRUCTURE - GENEVE,,Chem. de l'Epinglier 2,,1217 Meyrin,Genève,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:49.991887+02:00,scraped from website with selenium,
0,EXA_INFRASTRUCTURE_-_MERELBEKE,EXA INFRASTRUCTURE - MERELBEKE,,Industriepark 2,Lemberge,9820 Merelbeke,Flandre orientale,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:50.344233+02:00,scraped from website with selenium,
0,EXA_INFRASTRUCTURE_-_ZÜRICH,EXA INFRASTRUCTURE - ZÜRICH,,Josefstrasse 225,Zurich,8005 Zürich,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:50.675850+02:00,scraped from website with selenium,
0,EXTENDO_DATACENTER,EXTENDO DATACENTER,,31 Rue Becquerel,Belfort,90000 Belfort,Bourgogne-Franche-Comté,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:50.996369+02:00,scraped from website with selenium,
0,FIDUCIAL_CLOUD_-_AIX_EN_PROVENCE,FIDUCIAL CLOUD - AIX EN PROVENCE,,30 Rue Paul Langevin,Aix-en-Provence,13290 Aix en Provence,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:51.321466+02:00,scraped from website with selenium,
0,FIDUCIAL_CLOUD_-_LYON,FIDUCIAL CLOUD - LYON,,19 rue Cottin,Lyon,69009 Lyon,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:51.640919+02:00,scraped from website with selenium,
0,FIDUCIAL_CLOUD_-_VELIZY,FIDUCIAL CLOUD - VELIZY,,45 Avenue de l'Europe,Vélizy-Villacoublay,78140 Velizy,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:51.966091+02:00,scraped from website with selenium,
0,FIRSTHEBERG,FIRSTHEBERG,,70 Rue Jean Jaurès,,59770 Marly,Hauts-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:52.291096+02:00,scraped from website with selenium,
0,FMI,FMI,,4 Rue de Lombardie,,69800 Saint-Priest,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:52.666982+02:00,scraped from website with selenium,
0,FOLIATEAM_-_PARIS,FOLIATEAM - PARIS,,5-9 Rue Mousset-Robert,Paris,75012 Paris,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:52.984679+02:00,scraped from website with selenium,
0,FREE_PRO_-_LYON,FREE PRO - LYON,,1 Rue des Vergers,Limonest,69760 Limonest,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:53.423106+02:00,scraped from website with selenium,
0,FREE_PRO_-_MRS01,FREE PRO - MRS01,,70 Chem. du Passet,Marseille,13016 Marseille,Provence-Alpes-Côte d'Azur,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:53.815957+02:00,scraped from website with selenium,
0,FREE_PRO_-_ROCK,FREE PRO - ROCK,,60 Av. Rockefeller,Lyon,69008 Lyon,Auvergne-Rhône-Alpes,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:54.197692+02:00,scraped from website with selenium,
0,FULLSAVE_-_TLS00,FULLSAVE - TLS00,,8 Avenue Léon Jouhaux,Toulouse,31000 Toulouse,Occitanie,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:55.103335+02:00,scraped from website with selenium,
0,GLOBAL_SP_-_PARIS,GLOBAL SP - PARIS,,78 Rue la Condamine,Paris,75017 Paris,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:55.587463+02:00,scraped from website with selenium,
0,GLOBAL_SWITCH_-_PARIS_EST,GLOBAL SWITCH - PARIS EST,,7-9 rue Petit,,92582 Clichy,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:56.149850+02:00,scraped from website with selenium,
0,GLOBAL_SWITCH_-_PARIS_OUEST,GLOBAL SWITCH - PARIS OUEST,,7-9 Rue Petit,,92582 Clichy,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:56.575956+02:00,scraped from website with selenium,
0,GOOGLE_-_MONS,GOOGLE - MONS,,Rue de Ghlin,,7331 Mons,Hainaut,Belgium,BE,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:56.953332+02:00,scraped from website with selenium,
0,GREEN_COMPUTING_-_FR1,GREEN COMPUTING - FR1,,55 Av. des Champs Pierreux,,92000 Nanterre,Île-de-France,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:57.362209+02:00,scraped from website with selenium,
0,GREEN_DATACENTER_-_ZURICH_CITY,GREEN DATACENTER - ZURICH CITY,,Unterrohrstrasse 4,,8952 Schlieren,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:57.854258+02:00,scraped from website with selenium,
0,GREEN_DATACENTER_-_ZURICH_METRO,GREEN DATACENTER - ZURICH METRO,,Zurich,Zurich,8000,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:58.720202+02:00,scraped from website with selenium,
0,GREEN_DATACENTER_-_ZURICH_NORTH,GREEN DATACENTER - ZURICH NORTH,,Cherstrasse 4,,8152 Opfikon,Zurich,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:59.411444+02:00,scraped from website with selenium,
0,GREEN_DATACENTER_-_ZURICH_WEST,GREEN DATACENTER - ZURICH WEST,,Industriestrasse 33,Lupfig,5242 Lupfig,Argovie,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:41:59.957437+02:00,scraped from website with selenium,
0,GROUPE_ASTEN_-_BREST,GROUPE ASTEN - BREST,,Brest,Brest,29200,Bretagne,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:42:00.317184+02:00,scraped from website with selenium,
0,GROUPE_ASTEN_-_RENNES,GROUPE ASTEN - RENNES,,Rennes,Rennes,35000,Bretagne,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:42:00.682905+02:00,scraped from website with selenium,
0,HDC34_-_SAINT-AUNÈS,HDC34 - SAINT-AUNÈS,,125 rue de la Sarriette,Saint-Aunès,34130 Saint-Aunès,Occitanie,France,FR,,,,,,,carte.dcmag.fr,,2024-09-06T15:42:01.020752+02:00,scraped from website with selenium,
0,HELVETICDATA_-_CLA1,HELVETICDATA - CLA1,,Av. du Châtelard 21,Clarens,1815 Clarens,Vaud,Switzerland,CH,,,,,,,carte.dcmag.fr,,2024-09-06T15:42:01.407145+02:00,scraped from website with selenium,
